p0_x,p0_y,p13_x,p13_y,p14_x,p14_y,p17_x,p17_y,p37_x,p37_y,p39_x,p39_y,p40_x,p40_y,p61_x,p61_y,p78_x,p78_y,p80_x,p80_y,p81_x,p81_y,p82_x,p82_y,p84_x,p84_y,p87_x,p87_y,p88_x,p88_y,p91_x,p91_y,p95_x,p95_y,p146_x,p146_y,p178_x,p178_y,p181_x,p181_y,p185_x,p185_y,p191_x,p191_y,p267_x,p267_y,p269_x,p269_y,p270_x,p270_y,p291_x,p291_y,p308_x,p308_y,p310_x,p310_y,p311_x,p311_y,p312_x,p312_y,p314_x,p314_y,p317_x,p317_y,p318_x,p318_y,p321_x,p321_y,p324_x,p324_y,p375_x,p375_y,p402_x,p402_y,p405_x,p405_y,p409_x,p409_y,p415_x,p415_y,label
0.06,-0.2,0.04,0.0,0.04,0.0,0.06,0.24,-0.1,-0.22,-0.28,-0.14,-0.38,-0.08,-0.5,0.04,-0.46,0.02,-0.3,0.02,-0.2,0.02,-0.08,0.02,-0.1,0.24,-0.08,0.02,-0.3,0.02,-0.36,0.14,-0.38,0.02,-0.44,0.08,-0.2,0.02,-0.24,0.2,-0.46,-0.02,-0.38,0.02,0.2,-0.24,0.34,-0.2,0.42,-0.14,0.5,-0.04,0.46,-0.04,0.34,-0.04,0.26,-0.02,0.16,0.0,0.2,0.22,0.16,0.0,0.34,-0.04,0.42,0.08,0.4,-0.04,0.46,0.02,0.26,-0.02,0.32,0.16,0.48,-0.1,0.4,-0.04,asian_style
0.06,-0.1,0.04,0.04,0.04,0.06,0.02,0.34,-0.1,-0.14,-0.26,-0.1,-0.36,-0.06,-0.5,0.0,-0.46,0.0,-0.3,0.02,-0.2,0.02,-0.08,0.04,-0.14,0.32,-0.1,0.04,-0.3,0.02,-0.4,0.16,-0.38,0.02,-0.46,0.08,-0.2,0.02,-0.28,0.26,-0.44,-0.02,-0.36,0.02,0.2,-0.16,0.34,-0.12,0.4,-0.08,0.5,0.0,0.44,0.0,0.32,0.02,0.24,0.02,0.16,0.04,0.18,0.32,0.16,0.04,0.32,0.02,0.4,0.14,0.38,0.0,0.46,0.06,0.24,0.02,0.32,0.24,0.46,-0.04,0.38,0.0,asian_style
-0.125,-0.3125,-0.0625,-0.0625,-0.0625,0.0,-0.0625,0.3125,-0.25,-0.3125,-0.375,-0.25,-0.5,-0.125,-0.5,0.0,-0.4375,0.0,-0.375,-0.0625,-0.3125,-0.0625,-0.1875,-0.0625,-0.25,0.3125,-0.1875,0.0,-0.375,0.0,-0.4375,0.125,-0.375,0.0,-0.5,0.0625,-0.3125,0.0,-0.375,0.25,-0.5,-0.0625,-0.375,0.0,0.0625,-0.3125,0.25,-0.25,0.375,-0.125,0.5,0.0,0.4375,0.0,0.25,-0.0625,0.1875,-0.0625,0.0625,-0.0625,0.125,0.3125,0.0625,0.0,0.25,0.0,0.375,0.125,0.375,0.0,0.4375,0.0625,0.1875,0.0,0.25,0.25,0.4375,-0.0625,0.375,0.0,asian_style
-0.22727272727272727,-0.09090909090909091,-0.1590909090909091,0.045454545454545456,-0.1590909090909091,0.045454545454545456,-0.11363636363636363,0.3181818181818182,-0.36363636363636365,-0.11363636363636363,-0.4318181818181818,-0.06818181818181818,-0.4772727272727273,-0.022727272727272728,-0.5,0.06818181818181818,-0.4772727272727273,0.06818181818181818,-0.38636363636363635,0.06818181818181818,-0.3181818181818182,0.06818181818181818,-0.25,0.06818181818181818,-0.25,0.3181818181818182,-0.25,0.06818181818181818,-0.38636363636363635,0.06818181818181818,-0.4318181818181818,0.20454545454545456,-0.4090909090909091,0.06818181818181818,-0.4772727272727273,0.13636363636363635,-0.3409090909090909,0.06818181818181818,-0.36363636363636365,0.2727272727272727,-0.5,0.022727272727272728,-0.4090909090909091,0.06818181818181818,-0.06818181818181818,-0.13636363636363635,0.11363636363636363,-0.11363636363636363,0.2727272727272727,-0.09090909090909091,0.5,-0.06818181818181818,0.4318181818181818,-0.06818181818181818,0.22727272727272727,-0.022727272727272728,0.11363636363636363,0.0,-0.022727272727272728,0.022727272727272728,0.045454545454545456,0.29545454545454547,-0.022727272727272728,0.022727272727272728,0.25,-0.022727272727272728,0.3409090909090909,0.09090909090909091,0.3409090909090909,-0.045454545454545456,0.4318181818181818,0.0,0.11363636363636363,0.0,0.20454545454545456,0.20454545454545456,0.4090909090909091,-0.09090909090909091,0.3409090909090909,-0.045454545454545456,asian_style
0.08333333333333333,-0.2708333333333333,0.125,-0.10416666666666667,0.125,-0.020833333333333332,0.20833333333333334,0.3125,-0.08333333333333333,-0.2708333333333333,-0.25,-0.14583333333333334,-0.375,-0.020833333333333332,-0.5,0.14583333333333334,-0.4166666666666667,0.14583333333333334,-0.25,0.020833333333333332,-0.16666666666666666,-0.020833333333333332,-0.041666666666666664,-0.0625,0.041666666666666664,0.3541666666666667,0.0,0.020833333333333332,-0.25,0.0625,-0.2916666666666667,0.2708333333333333,-0.3333333333333333,0.10416666666666667,-0.4166666666666667,0.22916666666666666,-0.125,0.0625,-0.125,0.3541666666666667,-0.4583333333333333,0.0625,-0.3333333333333333,0.10416666666666667,0.20833333333333334,-0.3541666666666667,0.3333333333333333,-0.3125,0.4166666666666667,-0.2708333333333333,0.5,-0.14583333333333334,0.4583333333333333,-0.14583333333333334,0.3333333333333333,-0.14583333333333334,0.2916666666666667,-0.14583333333333334,0.20833333333333334,-0.14583333333333334,0.375,0.22916666666666666,0.20833333333333334,-0.0625,0.3333333333333333,-0.10416666666666667,0.5,0.020833333333333332,0.375,-0.10416666666666667,0.5,-0.0625,0.2916666666666667,-0.10416666666666667,0.4583333333333333,0.14583333333333334,0.5,-0.1875,0.375,-0.14583333333333334,asian_style
-0.330188679245283,0.0660377358490566,-0.19811320754716982,0.19811320754716982,-0.19811320754716982,0.1792452830188679,-0.08490566037735849,0.3867924528301887,-0.46226415094339623,0.10377358490566038,-0.5188679245283019,0.16037735849056603,-0.5377358490566038,0.2169811320754717,-0.5,0.29245283018867924,-0.46226415094339623,0.27358490566037735,-0.3867924528301887,0.25471698113207547,-0.3490566037735849,0.25471698113207547,-0.29245283018867924,0.2358490566037736,-0.2169811320754717,0.44339622641509435,-0.29245283018867924,0.2169811320754717,-0.3867924528301887,0.25471698113207547,-0.4056603773584906,0.4056603773584906,-0.42452830188679247,0.27358490566037735,-0.46226415094339623,0.3490566037735849,-0.3490566037735849,0.25471698113207547,-0.3113207547169811,0.44339622641509435,-0.5188679245283019,0.25471698113207547,-0.42452830188679247,0.27358490566037735,-0.1792452830188679,-0.04716981132075472,0.04716981132075472,-0.12264150943396226,0.2358490566037736,-0.19811320754716982,0.5,-0.29245283018867924,0.46226415094339623,-0.25471698113207547,0.25471698113207547,-0.10377358490566038,0.10377358490566038,-0.009433962264150943,-0.04716981132075472,0.10377358490566038,0.08490566037735849,0.29245283018867924,-0.04716981132075472,0.10377358490566038,0.25471698113207547,-0.08490566037735849,0.36792452830188677,-0.02830188679245283,0.36792452830188677,-0.1792452830188679,0.44339622641509435,-0.16037735849056603,0.10377358490566038,0.009433962264150943,0.2358490566037736,0.14150943396226415,0.3867924528301887,-0.25471698113207547,0.36792452830188677,-0.1792452830188679,asian_style
0.0,-0.3,0.0,-0.15,0.0125,-0.0375,0.0,0.2,-0.15,-0.325,-0.3125,-0.25,-0.4125,-0.1625,-0.5,0.0125,-0.45,0.0,-0.3125,-0.0875,-0.225,-0.125,-0.1125,-0.1375,-0.15,0.2,-0.1125,-0.0375,-0.3125,-0.0125,-0.4,0.1125,-0.375,-0.0125,-0.4625,0.0625,-0.225,-0.025,-0.2875,0.175,-0.475,-0.075,-0.375,-0.05,0.1625,-0.325,0.3125,-0.2625,0.4125,-0.1875,0.5,-0.0125,0.45,-0.025,0.3125,-0.1,0.225,-0.1375,0.125,-0.15,0.1625,0.2,0.125,-0.0375,0.3125,-0.0375,0.4,0.1,0.375,-0.025,0.4625,0.0375,0.225,-0.0375,0.3,0.1625,0.475,-0.1,0.375,-0.0625,asian_style
-0.043478260869565216,-0.125,-0.021739130434782608,0.04891304347826087,-0.021739130434782608,0.04891304347826087,0.010869565217391304,0.30978260869565216,-0.18478260869565216,-0.14673913043478262,-0.31521739130434784,-0.09239130434782608,-0.40217391304347827,-0.03804347826086957,-0.5,0.04891304347826087,-0.44565217391304346,0.03804347826086957,-0.31521739130434784,0.03804347826086957,-0.22826086956521738,0.03804347826086957,-0.13043478260869565,0.04891304347826087,-0.14130434782608695,0.30978260869565216,-0.13043478260869565,0.04891304347826087,-0.31521739130434784,0.03804347826086957,-0.3804347826086957,0.1793478260869565,-0.3695652173913043,0.03804347826086957,-0.44565217391304346,0.10326086956521739,-0.22826086956521738,0.04891304347826087,-0.2826086956521739,0.2554347826086957,-0.45652173913043476,0.005434782608695652,-0.3695652173913043,0.03804347826086957,0.10869565217391304,-0.16847826086956522,0.2608695652173913,-0.1358695652173913,0.3695652173913043,-0.10326086956521739,0.5,-0.04891304347826087,0.45652173913043476,-0.03804347826086957,0.30434782608695654,-0.016304347826086956,0.21739130434782608,0.005434782608695652,0.10869565217391304,0.02717391304347826,0.16304347826086957,0.27717391304347827,0.10869565217391304,0.02717391304347826,0.30434782608695654,-0.016304347826086956,0.391304347826087,0.09239130434782608,0.3804347826086957,-0.02717391304347826,0.45652173913043476,0.016304347826086956,0.21739130434782608,0.005434782608695652,0.29347826086956524,0.20108695652173914,0.44565217391304346,-0.07065217391304347,0.3804347826086957,-0.02717391304347826,asian_style
0.3,-0.1,0.2,0.0,0.1,0.23333333333333334,0.03333333333333333,0.4,0.13333333333333333,-0.2,-0.1,-0.23333333333333334,-0.26666666666666666,-0.26666666666666666,-0.5,-0.23333333333333334,-0.4666666666666667,-0.23333333333333334,-0.23333333333333334,-0.16666666666666666,-0.1,-0.13333333333333333,0.06666666666666667,-0.06666666666666667,-0.13333333333333333,0.3,-0.03333333333333333,0.16666666666666666,-0.3,-0.03333333333333333,-0.36666666666666664,0.03333333333333333,-0.36666666666666664,-0.1,-0.4666666666666667,-0.13333333333333333,-0.16666666666666666,0.06666666666666667,-0.26666666666666666,0.16666666666666666,-0.4,-0.26666666666666666,-0.36666666666666664,-0.2,0.43333333333333335,-0.03333333333333333,0.5,0.03333333333333333,0.5333333333333333,0.13333333333333333,0.5,0.23333333333333334,0.4666666666666667,0.23333333333333334,0.4,0.13333333333333333,0.36666666666666664,0.1,0.3,0.06666666666666667,0.16666666666666666,0.4666666666666667,0.23333333333333334,0.26666666666666666,0.36666666666666664,0.26666666666666666,0.4,0.4,0.4,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.3,0.3,0.3,0.43333333333333335,0.5333333333333333,0.2,0.43333333333333335,0.16666666666666666,asian_style
-0.15853658536585366,-0.04878048780487805,-0.13414634146341464,0.024390243902439025,-0.08536585365853659,0.24390243902439024,-0.08536585365853659,0.3902439024390244,-0.3048780487804878,-0.07317073170731707,-0.4024390243902439,-0.07317073170731707,-0.45121951219512196,-0.04878048780487805,-0.5,0.0,-0.45121951219512196,0.0,-0.3780487804878049,0.0,-0.32926829268292684,0.0,-0.23170731707317074,0.0,-0.23170731707317074,0.36585365853658536,-0.2073170731707317,0.21951219512195122,-0.35365853658536583,0.12195121951219512,-0.4268292682926829,0.1951219512195122,-0.4024390243902439,0.07317073170731707,-0.47560975609756095,0.0975609756097561,-0.3048780487804878,0.17073170731707318,-0.35365853658536583,0.2926829268292683,-0.5,-0.024390243902439025,-0.4268292682926829,0.0,-0.012195121951219513,-0.07317073170731707,0.18292682926829268,-0.04878048780487805,0.3048780487804878,-0.04878048780487805,0.5,0.0,0.45121951219512196,0.0,0.25609756097560976,0.0,0.13414634146341464,0.0,0.012195121951219513,0.024390243902439025,0.08536585365853659,0.36585365853658536,0.036585365853658534,0.24390243902439024,0.2804878048780488,0.14634146341463414,0.35365853658536583,0.1951219512195122,0.35365853658536583,0.0975609756097561,0.45121951219512196,0.0975609756097561,0.18292682926829268,0.1951219512195122,0.25609756097560976,0.3170731707317073,0.4268292682926829,-0.024390243902439025,0.3780487804878049,0.0,asian_style
